40 40 
-6.85313e-006 -5.26074e-007 1.97085e-006 5.19113e-008 8.19861e-007 1.39009e-006 -1.21781e-006 9.67618e-008 -8.82542e-007 -2.56966e-007 -7.438e-007 -1.31961e-006 -7.95381e-007 1.17981e-006 1.37202e-006 -2.03868e-007 2.88723e-007 -4.6573e-007 -1.11421e-006 1.15817e-006 -1.11363e-006 4.16513e-007 1.70351e-006 5.64115e-007 8.46433e-007 1.14224e-007 4.42629e-007 5.05448e-007 -8.57208e-007 -6.16068e-007 4.57646e-007 -8.52779e-009 -7.18136e-007 -1.79677e-006 7.31905e-007 6.47596e-007 -1.1163e-007 3.37948e-006 -2.9674e-006 -1.34509e-006 
-5.26074e-007 -7.55284e-006 -2.15293e-006 6.62147e-007 2.90684e-007 1.14268e-006 -5.18886e-007 7.30442e-007 2.25042e-007 -7.88589e-007 1.52826e-006 -1.23716e-006 -1.6647e-006 2.84647e-007 -6.70812e-008 -1.23997e-006 1.10355e-007 1.6758e-006 1.31098e-006 -1.32579e-006 -1.20061e-006 -1.56148e-007 -2.35926e-006 5.15715e-007 1.25582e-006 -3.11358e-007 5.27257e-007 1.44099e-006 3.62902e-007 -1.71831e-006 -3.14768e-006 9.10645e-007 7.82083e-007 -6.42679e-007 9.13515e-007 3.12758e-007 -1.67112e-006 1.52558e-006 -1.94746e-007 3.27958e-007 
1.97085e-006 -2.15293e-006 -1.22734e-005 -1.3951e-006 -4.19653e-007 1.97492e-007 -5.031e-007 1.58217e-006 1.13708e-006 -1.75707e-006 -5.98909e-007 2.14287e-006 1.53008e-006 -6.31326e-007 1.00864e-006 3.08843e-006 -1.56677e-006 2.61329e-007 -5.15907e-008 -3.07601e-006 9.19391e-007 1.28552e-006 -3.99797e-007 -2.21417e-006 -1.35803e-006 -1.12707e-006 3.93078e-006 -2.14882e-006 -8.4839e-007 -7.74323e-007 -1.98041e-006 3.83627e-007 -1.63684e-006 4.50091e-007 -2.16333e-006 -1.80525e-006 -1.58513e-006 -6.57826e-007 4.25489e-007 8.76038e-007 
5.19113e-008 6.62147e-007 -1.3951e-006 -4.46983e-006 -6.22353e-007 -1.64718e-006 -8.4445e-007 -3.71298e-007 -7.91476e-008 -4.90905e-007 -7.51313e-007 5.22881e-007 -3.85902e-007 7.69563e-007 1.51194e-006 1.16043e-006 1.41439e-006 -1.3806e-006 -8.3054e-007 4.22736e-007 8.475e-007 3.61217e-007 1.2637e-006 2.68003e-007 2.10586e-009 1.66267e-007 -8.46105e-007 -6.04165e-007 -1.73088e-006 -4.36916e-007 3.50367e-007 1.14219e-006 -1.74604e-006 3.28409e-007 -4.01827e-007 1.76619e-006 6.16647e-007 -6.98073e-007 3.11439e-007 -1.11982e-006 
8.19861e-007 2.90684e-007 -4.19653e-007 -6.22353e-007 -5.89564e-006 -2.01322e-006 2.10357e-006 1.18741e-006 -5.458e-007 -2.81906e-006 9.65104e-007 -1.14595e-006 -1.33583e-006 -1.38631e-006 8.64595e-007 -1.02361e-006 1.67845e-007 1.06773e-006 1.94697e-006 2.62021e-007 -8.58299e-007 1.24591e-006 -7.48516e-008 5.0443e-007 -1.0898e-006 -9.64967e-007 -1.96438e-007 -5.03944e-007 -1.61019e-006 1.37786e-006 5.2431e-008 -3.32475e-009 -3.42062e-007 -2.83622e-008 -6.19633e-007 1.84672e-006 -1.14181e-006 -8.1048e-007 5.55868e-007 1.03171e-007 
1.39009e-006 1.14268e-006 1.97492e-007 -1.64718e-006 -2.01322e-006 -8.91305e-006 1.19881e-006 -1.41436e-006 1.07094e-006 -7.112e-007 2.2624e-006 -2.65593e-007 3.1147e-007 1.82422e-008 6.83431e-007 4.84462e-007 7.57799e-007 1.15615e-006 -3.49191e-009 1.14994e-006 8.3803e-007 2.56908e-006 6.01996e-007 6.41801e-008 -7.16395e-007 1.56551e-006 -1.74996e-006 6.13924e-007 -1.30964e-006 1.03752e-006 2.09766e-006 5.26606e-007 -5.8383e-007 2.32581e-006 -5.33911e-008 1.96085e-006 -1.61111e-006 4.92206e-007 2.61171e-006 -1.45537e-006 
-1.21781e-006 -5.18886e-007 -5.031e-007 -8.4445e-007 2.10357e-006 1.19881e-006 -8.96885e-006 -1.15214e-006 2.26463e-007 -9.46599e-007 -1.82248e-006 2.96053e-007 -2.34203e-007 -2.6412e-007 2.5785e-006 2.62623e-006 -8.08997e-007 -6.42512e-008 1.59561e-006 -1.21648e-006 -3.45093e-007 -3.24932e-007 8.97956e-007 3.57602e-007 4.41206e-007 -1.10867e-006 9.47388e-007 8.82075e-007 6.58089e-008 3.47507e-007 -5.44286e-007 6.52469e-007 3.33945e-007 1.74165e-007 -2.64715e-006 -2.19922e-006 -3.18817e-007 1.09329e-006 -1.04956e-006 -2.16369e-006 
9.67618e-008 7.30442e-007 1.58217e-006 -3.71298e-007 1.18741e-006 -1.41436e-006 -1.15214e-006 -6.92825e-006 -1.56765e-006 1.61215e-006 1.00508e-006 -1.45806e-006 -1.30642e-006 -1.30619e-007 -2.0821e-007 1.42101e-006 8.22164e-008 -3.62297e-007 1.60576e-006 -1.9013e-007 9.84798e-008 7.36008e-008 -9.00887e-007 6.36809e-008 -2.06567e-007 -1.60041e-006 -1.82333e-006 5.93603e-007 1.007e-006 5.28971e-007 6.10098e-007 -1.48537e-007 2.18158e-007 1.40264e-006 5.2255e-007 -4.02623e-007 -3.31064e-007 -1.50857e-006 1.15505e-008 3.59749e-007 
-8.82542e-007 2.25042e-007 1.13708e-006 -7.91476e-008 -5.458e-007 1.07094e-006 2.26463e-007 -1.56765e-006 -8.33562e-006 4.26495e-007 3.19145e-007 -1.72089e-006 4.5948e-007 -3.69286e-007 -1.01268e-006 -1.29096e-006 -3.09007e-006 -1.56919e-007 8.04805e-007 -3.83508e-007 -4.00428e-007 -4.53815e-007 6.16569e-007 1.75461e-006 3.44349e-007 5.17589e-007 -5.9871e-007 -2.50799e-006 -1.00481e-007 -1.19663e-006 9.30661e-007 2.65105e-007 -2.38465e-007 -4.44128e-007 2.4541e-006 1.13954e-006 -9.91443e-007 6.73934e-007 -7.76455e-007 3.88529e-007 
-2.56966e-007 -7.88589e-007 -1.75707e-006 -4.90905e-007 -2.81906e-006 -7.112e-007 -9.46599e-007 1.61215e-006 4.26495e-007 -6.43994e-006 1.13157e-006 -8.58129e-007 -8.87458e-007 -1.15922e-006 1.13824e-006 1.20794e-006 -7.09322e-007 1.44775e-006 1.63794e-006 -8.71421e-007 -1.46689e-006 8.01471e-007 7.71721e-007 1.7195e-007 1.08668e-006 1.53098e-007 -2.86156e-007 -3.08069e-007 -1.49094e-006 1.77587e-006 -4.7003e-007 1.18192e-006 -2.40018e-008 -7.53476e-007 -2.30621e-006 1.82101e-006 -2.92053e-006 1.76474e-006 2.4211e-007 -1.67259e-006 
